id,type,question,response,sentence,sentence_id,trial_sequence_total,wrong_practice
272,,,NA,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,NA,NA
272,,Was there a claim that the company released the new software ahead of schedule?,0.12,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,NA,NA
272,,,NA,The teacher didn't post the new schedule on the board.,3013,NA,NA
272,,Was there a new schedule on the board?,0.02,The teacher didn't post the new schedule on the board.,3013,NA,NA
272,,,NA,Ben didn't take pictures of the ancient statue.,3015,NA,NA
272,,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,NA,NA
272,,,NA,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
272,,Was there a claim that the bus driver skipped several stops during the morning route?,0.97,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
272,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
272,,Were there fresh vegetables at the supermarket?,0.98,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
272,filler_good,,0.8,Which movie did Carla watch on Friday?,2009,NA,NA
272,acceptability,,0,What did the landlord discuss the claim that the plumber fixed before the inspection?,1201,NA,NA
272,filler_good,,0.94,Where did the children hide the treasure?,2004,NA,NA
272,filler_bad,,0.13,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
272,acceptability,,0.9,Who claimed that the gardener planted flowers near the fence?,1114,NA,NA
272,filler_bad,,0.12,Why did raining was when the kids outside played?,2022,NA,NA
272,filler_good,,0.92,Which song did the band play as an encore?,2012,NA,NA
272,acceptability,,0.04,What did Thomas claim that the author deleted from the final draft?,1163,NA,NA
272,filler_good,,0.95,Which picture did the curator hang in the gallery?,2006,NA,NA
272,filler_bad,,0.07,What did seem the girl that crying was in the hallway?,2029,NA,NA
272,acceptability,,0.91,Who discussed the claim that the photographer lost the camera during the trip?,1152,NA,NA
272,filler_bad,,0.91,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
272,filler_good,,0.91,When did the train leave the station?,2013,NA,NA
272,acceptability,,0.11,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,NA,NA
272,filler_good,,0.95,Where did the neighbors see the comet last night?,2007,NA,NA
272,filler_bad,,0.05,Where the suitcase that broken handle had left was did you?,2027,NA,NA
272,acceptability,,0.94,What did Ethan claim that the scientist developed in the new lab?,1223,NA,NA
272,filler_bad,,0.09,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
272,filler_good,,0.94,Who did the coach choose as captain?,2015,NA,NA
272,acceptability,,0.68,Who discussed the claim that the chef added too much salt to the soup by mistake?,1142,NA,NA
272,filler_good,,0.94,What did the cat knock off the shelf?,2016,NA,NA
272,filler_bad,,0.06,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
272,acceptability,,0.98,Who claimed that the delivery driver dropped the package on the street?,1184,NA,NA
272,filler_bad,,0.01,What the letter that important very was mailed nobody did?,2028,NA,NA
272,filler_good,,0.93,What did Wendy bake for the party?,2001,NA,NA
272,acceptability,,0.87,Who discussed the claim that the museum restored the painting?,1102,NA,NA
272,filler_good,,0.86,Where did the hikers set up their tent?,2010,NA,NA
272,filler_bad,,0.08,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
272,acceptability,,0.91,What did Emma discuss the claim that the neighbor played after midnight?,1051,NA,NA
272,filler_bad,,0.92,Which song that the band to rehearsed never finished was?,2032,NA,NA
272,filler_bad,,0.89,Who the manager said forgot did the keys actually?,2030,NA,NA
272,acceptability,,0.88,Who claimed that the scientist discovered an error in the final experiment?,1074,NA,NA
272,filler_bad,,0.01,Who did the chair that broken completely sat on the chair?,2023,NA,NA
272,filler_good,,0.95,Whose jacket did Alex find in the library?,2011,NA,NA
272,acceptability,,0.02,What did Katie claim that the cat knocked over?,1023,NA,NA
272,filler_good,,0.97,Who did Liam invite to the picnic?,2002,NA,NA
272,filler_good,,0.98,What did the barista spill on the counter?,2005,NA,NA
272,acceptability,,0.83,What did Jason claim that the committee rejected without review?,1243,NA,NA
272,filler_bad,,0.1,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
272,filler_good,,0.93,What did the mechanic replace in the engine?,2008,NA,NA
272,acceptability,,0.9,Who discussed the claim that the reporter misquoted the politician in the article?,1132,NA,NA
272,filler_good,,0.86,Which book did Maya finish last night?,2003,NA,NA
272,filler_bad,,0.09,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
272,acceptability,,0.9,What did Hannah discuss the claim that the lawyer filed too late?,1231,NA,NA
272,filler_bad,,0.08,When the cat jumped that scared loudly the child was?,2019,NA,NA
272,filler_good,,0.9,Which cookies did the baker put on the tray?,2014,NA,NA
272,acceptability,,0.93,Who claimed that the secretary sent the report to the wrong department?,1174,NA,NA
272,filler_bad,,0.09,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
272,,,NA,The journalist reviewed the important documents in the office.,3017,NA,NA
272,,Were there important documents in the office?,0.91,The journalist reviewed the important documents in the office.,3017,NA,NA
272,,,NA,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,NA,NA
272,,Was there a claim that the mechanic fixed the car after the accident?,0.9,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,NA,NA
272,,,NA,The musician tuned the old piano in the practice hall.,3018,NA,NA
272,,Was there an old piano in the practice hall?,0.97,The musician tuned the old piano in the practice hall.,3018,NA,NA
272,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
272,,Was there a practice field for the team?,0.09,The coach didn't reserve the practice field for the team.,3027,NA,NA
272,,,NA,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,NA,NA
272,,Was there a claim that the café overcharged the customer for coffee?,0.08,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,NA,NA
272,,,NA,The assistant labeled the confidential folders in the archive.,3022,NA,NA
272,,Were there confidential folders in the archive?,0.99,The assistant labeled the confidential folders in the archive.,3022,NA,NA
272,,,NA,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
272,,Was there silver jewelry in the display case?,0.97,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
272,,,NA,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
272,,Was there a claim that the nurse gave the wrong medication to a patient?,0.93,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
272,,,NA,The clerk didn't sort the returned packages at the counter.,3032,NA,NA
272,,Were there returned packages at the counter?,0.02,The clerk didn't sort the returned packages at the counter.,3032,NA,NA
272,,,NA,Frank found the missing wallet under the table.,3023,NA,NA
272,,Was there a missing wallet under the table?,0.96,Frank found the missing wallet under the table.,3023,NA,NA
272,,,NA,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
272,,Was there a claim that the bakery shop would serve donuts tomorrow?,0.98,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,NA,NA
272,,,NA,Christine didn't buy the heavy suitcase.,3028,NA,NA
272,,Was there a heavy suitcase?,0.97,Christine didn't buy the heavy suitcase.,3028,NA,NA
307,practice_good,,0.7,,NA,0,0
307,practice_bad,,0.13,,NA,0,0
307,,Was there a festival yesterday?,0.7,John didn’t buy anything at the festival yesterday.,NA,NA,NA
307,,,NA,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
307,,Was there a rare bird near the lake?,0.5,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
307,,,NA,Jason discussed the claim that the committee rejected the proposal without review.,1245,NA,NA
307,,Was there a claim that the committee rejected the proposal without review?,0.81,Jason discussed the claim that the committee rejected the proposal without review.,1245,NA,NA
307,,,NA,Ben took pictures of the ancient statue.,3007,NA,NA
307,,Was there an ancient statue?,0.88,Ben took pictures of the ancient statue.,3007,NA,NA
307,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
307,,Were there plants on the balcony?,0.91,Anna didn't water the plants on the balcony.,3012,NA,NA
307,,,NA,The curator didn’t discuss the claim that the museum restored the painting.,1106,NA,NA
307,,Was there a claim that the museum restored the painting?,0.84,The curator didn’t discuss the claim that the museum restored the painting.,1106,NA,NA
307,,,NA,The teacher didn't post the new schedule on the board.,3013,NA,NA
307,,Was there a new schedule on the board?,0.09,The teacher didn't post the new schedule on the board.,3013,NA,NA
307,,,NA,The librarian didn't organize the new books on the shelf.,3011,NA,NA
307,,Were there new books on the shelf?,0.88,The librarian didn't organize the new books on the shelf.,3011,NA,NA
307,,,NA,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,NA,NA
307,,Was there a claim that the author deleted a chapter from the final draft?,0.5,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,NA,NA
307,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
307,,Were there fresh vegetables at the supermarket?,0.82,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
307,,,NA,The professor updated the lecture slides online.,3008,NA,NA
307,,Were there lecture slides online?,0.83,The professor updated the lecture slides online.,3008,NA,NA
307,,,NA,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,NA,NA
307,,Was there a claim that the reporter misquoted the politician in the article?,0.86,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,NA,NA
307,,,NA,The student read the new history book in the library.,3001,NA,NA
307,,Was there a new history book in the library?,0.84,The student read the new history book in the library.,3001,NA,NA
307,filler_good,,0.73,Who did the coach choose as captain?,2015,NA,NA
307,acceptability,,0.76,What did Michael claim that the mechanic fixed after the accident?,1043,NA,NA
307,filler_good,,0.85,Which song did the band play as an encore?,2012,NA,NA
307,filler_bad,,0.2,Who did the chair that broken completely sat on the chair?,2023,NA,NA
307,acceptability,,0.13,What did Kevin discuss the claim that the chef added to the soup by mistake?,1141,NA,NA
307,filler_bad,,0.14,Where the suitcase that broken handle had left was did you?,2027,NA,NA
307,filler_good,,0.83,When did the train leave the station?,2013,NA,NA
307,acceptability,,0.82,Who claimed that the photographer lost the camera during the trip?,1154,NA,NA
307,filler_bad,,0.26,Who the manager said forgot did the keys actually?,2030,NA,NA
307,filler_bad,,0.12,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
307,acceptability,,0.8,Who discussed the claim that the airline canceled the morning flight to Chicago?,1032,NA,NA
307,filler_good,,0.86,Where did the hikers set up their tent?,2010,NA,NA
307,filler_bad,,0.12,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
307,acceptability,,0.15,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,NA,NA
307,filler_bad,,0.16,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
307,filler_bad,,0.17,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
307,acceptability,,0.83,Who claimed that the scientist discovered an error in the final experiment?,1074,NA,NA
307,filler_good,,0.84,What did the mechanic replace in the engine?,2008,NA,NA
307,filler_bad,,0.13,What the letter that important very was mailed nobody did?,2028,NA,NA
307,acceptability,,0.69,Who discussed the claim that the neighbor played loud music after midnight?,1052,NA,NA
307,filler_good,,0.84,Which book did Maya finish last night?,2003,NA,NA
307,filler_good,,0.87,What did the cat knock off the shelf?,2016,NA,NA
307,acceptability,,0.11,What did Katie claim that the cat knocked over?,1023,NA,NA
307,filler_good,,0.87,What did Wendy bake for the party?,2001,NA,NA
307,filler_bad,,0.13,Why did raining was when the kids outside played?,2022,NA,NA
307,acceptability,,0.15,What did Ben discuss the claim that the delivery driver dropped on the street?,1181,NA,NA
307,filler_good,,0.85,Whose jacket did Alex find in the library?,2011,NA,NA
307,filler_bad,,0.21,When the cat jumped that scared loudly the child was?,2019,NA,NA
307,acceptability,,0.81,What did Ethan claim that the scientist developed in the new lab?,1223,NA,NA
307,filler_good,,0.8,Which movie did Carla watch on Friday?,2009,NA,NA
307,filler_good,,0.86,Who did Liam invite to the picnic?,2002,NA,NA
307,acceptability,,0.81,Who claimed that the café overcharged the customer for coffee?,1124,NA,NA
307,filler_bad,,0.2,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
307,filler_bad,,0.15,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
307,acceptability,,0.82,Who discussed the claim that the lawyer filed the report too late?,1232,NA,NA
307,filler_good,,0.85,Where did the children hide the treasure?,2004,NA,NA
307,filler_bad,,0.16,What did seem the girl that crying was in the hallway?,2029,NA,NA
307,acceptability,,0.17,What did John discuss the claim that the bakery shop would serve tomorrow?,1011,NA,NA
307,filler_bad,,0.1,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
307,filler_good,,0.85,What did the barista spill on the counter?,2005,NA,NA
307,acceptability,,0.82,Who claimed that the gardener planted flowers near the fence?,1114,NA,NA
307,filler_good,,0.86,Which picture did the curator hang in the gallery?,2006,NA,NA
307,filler_bad,,0.06,Which song that the band to rehearsed never finished was?,2032,NA,NA
307,acceptability,,0.87,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,NA,NA
307,filler_good,,0.89,Which cookies did the baker put on the tray?,2014,NA,NA
307,filler_bad,,0.14,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
307,acceptability,,0.12,What did Liam claim that the bus driver skipped during the morning route?,1083,NA,NA
307,filler_good,,0.87,Where did the neighbors see the comet last night?,2007,NA,NA
307,,,NA,The journalist reviewed the important documents in the office.,3017,NA,NA
307,,Were there important documents in the office?,0.85,The journalist reviewed the important documents in the office.,3017,NA,NA
307,,,NA,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,NA,NA
307,,Was there a claim that the secretary sent the report to the wrong department?,0.49,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,NA,NA
307,,,NA,The clerk sorted the returned packages at the counter.,3024,NA,NA
307,,Were there returned packages at the counter?,0.83,The clerk sorted the returned packages at the counter.,3024,NA,NA
307,,,NA,Frank didn't find the missing wallet under the table.,3031,NA,NA
307,,Was there a missing wallet under the table?,0.52,Frank didn't find the missing wallet under the table.,3031,NA,NA
307,,,NA,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,NA,NA
307,,Was there a claim that the plumber fixed the leak before the inspection?,0.86,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,NA,NA
307,,,NA,The coach didn't reserve the practice field for the team.,3027,NA,NA
307,,Was there a practice field for the team?,0.87,The coach didn't reserve the practice field for the team.,3027,NA,NA
307,,,NA,Christine bought the heavy suitcase.,3020,NA,NA
307,,Was there a heavy suitcase?,0.84,Christine bought the heavy suitcase.,3020,NA,NA
307,,,NA,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
307,,Was there a claim that the company released the new software ahead of schedule?,0.88,Megan discussed the claim that the company released the new software ahead of schedule.,1195,NA,NA
307,,,NA,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
307,,Were there confidential folders in the archive?,0.49,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
307,,,NA,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
307,,Was there silver jewelry in the display case?,0.86,Maria didn't polish the silver jewelry in the display case.,3029,NA,NA
307,,,NA,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
307,,Was there a claim that the nurse gave the wrong medication to a patient?,0.49,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
307,,,NA,The musician tuned the old piano in the practice hall.,3018,NA,NA
307,,Was there an old piano in the practice hall?,0.87,The musician tuned the old piano in the practice hall.,3018,NA,NA
161,practice_good,,0.97,,NA,0,0
161,practice_bad,,0.02,,NA,0,0
161,,Was there a festival yesterday?,0.99,John didn’t buy anything at the festival yesterday.,NA,NA,NA
161,,,NA,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
161,,Was there a rare bird near the lake?,0.02,The hikers didn't catch the rare bird near the lake.,3014,NA,NA
161,,,NA,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,NA,NA
161,,Was there a claim that the chef added too much salt to the soup by mistake?,0.99,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,NA,NA
161,,,NA,The librarian organized the new books on the shelf.,3003,NA,NA
161,,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,NA,NA
161,,,NA,The student didn't read the new history book in the library.,3009,NA,NA
161,,Was there a new history book in the library?,0.96,The student didn't read the new history book in the library.,3009,NA,NA
161,,,NA,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,NA,NA
161,,Was there a claim that the airline canceled the morning flight to Chicago?,0.96,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,NA,NA
161,,,NA,The teacher posted the new schedule on the board.,3005,NA,NA
161,,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,NA,NA
161,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
161,,Were there fresh vegetables at the supermarket?,0.99,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
161,,,NA,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
161,,Was there a claim that the nurse gave the wrong medication to a patient?,0.99,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,NA,NA
161,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
161,,Were there plants on the balcony?,0.97,Anna didn't water the plants on the balcony.,3012,NA,NA
161,,,NA,Ben didn't take pictures of the ancient statue.,3015,NA,NA
161,,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,NA,NA
161,,,NA,The manager discussed the claim that the café overcharged the customer for coffee.,1125,NA,NA
161,,Was there a claim that the café overcharged the customer for coffee?,0.31,The manager discussed the claim that the café overcharged the customer for coffee.,1125,NA,NA
161,,,NA,The professor updated the lecture slides online.,3008,NA,NA
161,,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,NA,NA
161,filler_good,,0.96,Whose jacket did Alex find in the library?,2011,NA,NA
161,acceptability,,0.98,Who discussed the claim that the scientist developed a vaccine in the new lab?,1222,NA,NA
161,filler_bad,,0.02,Why the waiter spilled was everyone the coffee laughing?,2031,NA,NA
161,filler_good,,0.99,What did the barista spill on the counter?,2005,NA,NA
161,acceptability,,0.96,What did Thomas claim that the author deleted from the final draft?,1163,NA,NA
161,filler_good,,0.99,Which movie did Carla watch on Friday?,2009,NA,NA
161,filler_bad,,0,What did the neighbor that barking dog kept complain about nobody?,2020,NA,NA
161,acceptability,,0.01,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,NA,NA
161,filler_bad,,0.01,Who the manager said forgot did the keys actually?,2030,NA,NA
161,filler_good,,0.99,Which cookies did the baker put on the tray?,2014,NA,NA
161,acceptability,,0.96,Who claimed that the scientist discovered an error in the final experiment?,1074,NA,NA
161,filler_bad,,0.02,Who did the chair that broken completely sat on the chair?,2023,NA,NA
161,filler_bad,,0.02,What did seem the girl that crying was in the hallway?,2029,NA,NA
161,acceptability,,1,Who claimed that the bus driver skipped several stops during the morning route?,1084,NA,NA
161,filler_good,,0.98,Which picture did the curator hang in the gallery?,2006,NA,NA
161,filler_bad,,0,Why did raining was when the kids outside played?,2022,NA,NA
161,acceptability,,0.03,What did Katie discuss the claim that the cat knocked over?,1021,NA,NA
161,filler_good,,0.99,Where did the children hide the treasure?,2004,NA,NA
161,filler_good,,0.97,What did the mechanic replace in the engine?,2008,NA,NA
161,acceptability,,0.91,Who discussed the claim that the neighbor played loud music after midnight?,1052,NA,NA
161,filler_bad,,0.01,Which restaurant the friends to last summer went closing is now did?,2025,NA,NA
161,filler_good,,0.97,What did Wendy bake for the party?,2001,NA,NA
161,acceptability,,0.87,What did Michael claim that the mechanic fixed after the accident?,1043,NA,NA
161,filler_bad,,0.05,Why the pilot said turbulence during was everyone panicking?,2024,NA,NA
161,filler_good,,1,Which song did the band play as an encore?,2012,NA,NA
161,acceptability,,0.97,Who claimed that the lawyer filed the report too late?,1234,NA,NA
161,filler_bad,,0.02,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
161,filler_good,,0.92,Who did the coach choose as captain?,2015,NA,NA
161,acceptability,,0.99,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,NA,NA
161,filler_good,,1,When did the train leave the station?,2013,NA,NA
161,filler_bad,,0.03,Which song that the band to rehearsed never finished was?,2032,NA,NA
161,acceptability,,0.63,What did Rachel discuss the claim that the photographer lost during the trip?,1151,NA,NA
161,filler_good,,0.96,Which book did Maya finish last night?,2003,NA,NA
161,filler_bad,,0,What the letter that important very was mailed nobody did?,2028,NA,NA
161,acceptability,,0.95,What did Ben claim that the delivery driver dropped on the street?,1183,NA,NA
161,filler_bad,,0,When the cat jumped that scared loudly the child was?,2019,NA,NA
161,filler_good,,0.98,Where did the hikers set up their tent?,2010,NA,NA
161,acceptability,,0.99,Who claimed that the bakery shop would serve donuts tomorrow?,1014,NA,NA
161,filler_good,,0.96,Who did Liam invite to the picnic?,2002,NA,NA
161,filler_good,,0.98,Where did the neighbors see the comet last night?,2007,NA,NA
161,acceptability,,0.97,What did Laura claim that the reporter misquoted in the article?,1133,NA,NA
161,filler_bad,,0.01,Who the bride during crying was the ceremony guests smiling did?,2026,NA,NA
161,filler_good,,0.94,What did the cat knock off the shelf?,2016,NA,NA
161,acceptability,,0.99,Who discussed the claim that the company released the new software ahead of schedule?,1192,NA,NA
161,filler_bad,,0.02,Where the suitcase that broken handle had left was did you?,2027,NA,NA
161,filler_bad,,0.02,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
161,acceptability,,0.04,What did Olivia discuss the claim that the secretary sent to the wrong department?,1171,NA,NA
161,filler_bad,,0.03,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
161,,,NA,Maria polished the silver jewelry in the display case.,3021,NA,NA
161,,Was there silver jewelry in the display case?,0.98,Maria polished the silver jewelry in the display case.,3021,NA,NA
161,,,NA,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
161,,Was there a claim that the gardener planted flowers near the fence?,0.71,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,NA,NA
161,,,NA,The musician didn't tune the old piano in the practice hall.,3026,NA,NA
161,,Was there an old piano in the practice hall?,0.98,The musician didn't tune the old piano in the practice hall.,3026,NA,NA
161,,,NA,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
161,,Were there confidential folders in the archive?,0.99,The assistant didn't label the confidential folders in the archive.,3030,NA,NA
161,,,NA,The curator discussed the claim that the museum restored the painting.,1105,NA,NA
161,,Was there a claim that the museum restored the painting?,0.87,The curator discussed the claim that the museum restored the painting.,1105,NA,NA
161,,,NA,The coach reserved the practice field for the team.,3019,NA,NA
161,,Was there a practice field for the team?,0.99,The coach reserved the practice field for the team.,3019,NA,NA
161,,,NA,The journalist didn't review the important documents in the office.,3025,NA,NA
161,,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,NA,NA
161,,,NA,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,NA,NA
161,,Was there a claim that the committee rejected the proposal without review?,0.58,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,NA,NA
161,,,NA,The clerk sorted the returned packages at the counter.,3024,NA,NA
161,,Were there returned packages at the counter?,0.96,The clerk sorted the returned packages at the counter.,3024,NA,NA
161,,,NA,Christine didn't buy the heavy suitcase.,3028,NA,NA
161,,Was there a heavy suitcase?,0.98,Christine didn't buy the heavy suitcase.,3028,NA,NA
161,,,NA,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,NA,NA
161,,Was there a claim that the babysitter forgot to pick up the children after school?,1,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,NA,NA
161,,,NA,Frank found the missing wallet under the table.,3023,NA,NA
161,,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,NA,NA
253,practice_good,,1,,NA,0,0
253,practice_bad,,0.01,,NA,0,0
253,,Was there a festival yesterday?,0.98,John didn’t buy anything at the festival yesterday.,NA,NA,NA
253,,,NA,The librarian organized the new books on the shelf.,3003,NA,NA
253,,Were there new books on the shelf?,0.94,The librarian organized the new books on the shelf.,3003,NA,NA
253,,,NA,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,NA,NA
253,,Was there a claim that the chef burned the steak during the dinner service?,0.96,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,NA,NA
253,,,NA,The teacher posted the new schedule on the board.,3005,NA,NA
253,,Was there a new schedule on the board?,0.98,The teacher posted the new schedule on the board.,3005,NA,NA
253,,,NA,The student didn't read the new history book in the library.,3009,NA,NA
253,,Was there a new history book in the library?,0.98,The student didn't read the new history book in the library.,3009,NA,NA
253,,,NA,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,NA,NA
253,,Was there a claim that the secretary sent the report to the wrong department?,0.99,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,NA,NA
253,,,NA,Anna didn't water the plants on the balcony.,3012,NA,NA
253,,Were there plants on the balcony?,0.97,Anna didn't water the plants on the balcony.,3012,NA,NA
253,,,NA,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
253,,Were there fresh vegetables at the supermarket?,0.99,Emily bought fresh vegetables at the supermarket.,3002,NA,NA
253,,,NA,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
253,,Was there a claim that the bus driver skipped several stops during the morning route?,0.99,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,NA,NA
253,,,NA,The hikers caught the rare bird near the lake.,3006,NA,NA
253,,Was there a rare bird near the lake?,0.96,The hikers caught the rare bird near the lake.,3006,NA,NA
253,,,NA,Ben didn't take pictures of the ancient statue.,3015,NA,NA
253,,Was there an ancient statue?,0.95,Ben didn't take pictures of the ancient statue.,3015,NA,NA
253,,,NA,Katie discussed the claim that the cat knocked over the vase.,1025,NA,NA
253,,Was there a claim that the cat knocked over the vase?,0.98,Katie discussed the claim that the cat knocked over the vase.,1025,NA,NA
253,,,NA,The professor didn't update the lecture slides online.,3016,NA,NA
253,,Were there lecture slides online?,0.98,The professor didn't update the lecture slides online.,3016,NA,NA
253,filler_good,,0.98,What did the barista spill on the counter?,2005,NA,NA
253,acceptability,,1,Who claimed that the scientist discovered an error in the final experiment?,1074,NA,NA
253,filler_bad,,0.02,What the tourists taking photos were of shouting did confuse?,2018,NA,NA
253,filler_good,,0.98,Where did the children hide the treasure?,2004,NA,NA
253,acceptability,,0.69,What did Emma claim that the neighbor played after midnight?,1053,NA,NA
253,filler_bad,,0.02,Who the doctor that nervous looked yesterday treated did?,2021,NA,NA
253,filler_good,,0.99,Which picture did the curator hang in the gallery?,2006,NA,NA
253,acceptability,,0.11,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,NA,NA
253,filler_good,,0.98,Who did Liam invite to the picnic?,2002,NA,NA
253,filler_bad,,0.03,Who did the chair that broken completely sat on the chair?,2023,NA,NA
253,acceptability,,0.79,Who discussed the claim that the delivery driver dropped the package on the street?,1182,NA,NA
253,filler_bad,,0.03,Why did raining was when the kids outside played?,2022,NA,NA
253,filler_good,,0.96,Which movie did Carla watch on Friday?,2009,NA,NA
253,acceptability,,0.3,What did Hannah claim that the lawyer filed too late?,1233,NA,NA
253,filler_good,,1,Which cookies did the baker put on the tray?,2014,NA,NA
253,filler_bad,,0.03,What the letter that important very was mailed nobody did?,2028,NA,NA
253,acceptability,,1,Who claimed that the reporter misquoted the politician in the article?,1134,NA,NA
253,filler_good,,0.98,Which book did Maya finish last night?,2003,NA,NA
253,filler_bad,,0.03,Who the manager said forgot did the keys actually?,2030,NA,NA
253,acceptability,,0.98,Who discussed the claim that the café overcharged the customer for coffee?,1122,NA,NA
253,filler_bad,,0.03,When the cat jumped that scared loudly the child was?,2019,NA,NA
253,filler_bad,,0.02,Who did the rumor that dancing liked nobody believe?,2017,NA,NA
253,acceptability,,0.32,What did Thomas discuss the claim that the author deleted from the final draft?,1161,NA,NA
253,filler_good,,1,Who did the coach choose as captain?,2015,NA,NA
