,workerid,dependency_length,item_type,lexicalization,order,response,sentence,sentence_id,structure
8254,87,,filler_bad,NA,70,0.01,Where the suitcase that broken handle had left was did you?,2027,
8255,87,short,acceptability,23,71,0.99,Who discussed the claim that the lawyer filed the report too late?,1232,island
8256,87,,filler_bad,NA,72,0.02,What the letter that important very was mailed nobody did?,2028,
8257,35,,filler_good,NA,25,1,What did the barista spill on the counter?,2005,
8258,35,short,acceptability,9,26,0.92,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
8259,35,,filler_bad,NA,27,0,Where the suitcase that broken handle had left was did you?,2027,
8260,35,,filler_good,NA,28,1,Where did the children hide the treasure?,2004,
8261,35,short,acceptability,17,29,1,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
8262,35,,filler_good,NA,30,0.97,Which book did Maya finish last night?,2003,
8263,35,,filler_good,NA,31,1,What did Wendy bake for the party?,2001,
8264,35,long,acceptability,12,32,1,What did the manager claim that the café overcharged for coffee?,1123,nonisland
8265,35,,filler_bad,NA,33,0,What did the neighbor that barking dog kept complain about nobody?,2020,
8266,35,,filler_bad,NA,34,0,Who the doctor that nervous looked yesterday treated did?,2021,
8267,35,long,acceptability,10,35,0,What did the curator discuss the claim that the museum restored?,1101,island
8268,35,,filler_bad,NA,36,0,Who did the chair that broken completely sat on the chair?,2023,
8269,35,,filler_bad,NA,37,0,Why the waiter spilled was everyone the coffee laughing?,2031,
8270,35,long,acceptability,18,38,1,What did Ben claim that the delivery driver dropped on the street?,1183,nonisland
8271,35,,filler_bad,NA,39,0,What the tourists taking photos were of shouting did confuse?,2018,
8272,35,,filler_good,NA,40,1,Which song did the band play as an encore?,2012,
8273,35,long,acceptability,19,41,0,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
8274,35,,filler_good,NA,42,1,Where did the neighbors see the comet last night?,2007,
8275,35,,filler_good,NA,43,1,Whose jacket did Alex find in the library?,2011,
8276,35,short,acceptability,20,44,1,Who claimed that the plumber fixed the leak before the inspection?,1204,nonisland
8277,35,,filler_bad,NA,45,0,Why the pilot said turbulence during was everyone panicking?,2024,
8278,35,,filler_good,NA,46,1,Which movie did Carla watch on Friday?,2009,
8279,35,short,acceptability,7,47,1,Who discussed the claim that the scientist discovered an error in the final experiment?,1072,island
8280,35,,filler_bad,NA,48,0,Who the manager said forgot did the keys actually?,2030,
8281,35,,filler_good,NA,49,1,What did the cat knock off the shelf?,2016,
8282,35,long,acceptability,8,50,1,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
8283,35,,filler_bad,NA,51,0,Which song that the band to rehearsed never finished was?,2032,
8284,35,,filler_good,NA,52,1,Who did the coach choose as captain?,2015,
8285,35,long,acceptability,24,53,0.4,What did Jason discuss the claim that the committee rejected without review?,1241,island
8286,35,,filler_bad,NA,54,0,Who did the rumor that dancing liked nobody believe?,2017,
8287,35,,filler_good,NA,55,1,When did the train leave the station?,2013,
8288,35,short,acceptability,13,56,1,Who discussed the claim that the reporter misquoted the politician in the article?,1132,island
8289,35,,filler_good,NA,57,1,Which cookies did the baker put on the tray?,2014,
8290,35,,filler_bad,NA,58,0,What the letter that important very was mailed nobody did?,2028,
8291,35,short,acceptability,6,59,1,Who claimed that the babysitter forgot to pick up the children after school?,1064,nonisland
8292,35,,filler_bad,NA,60,0,What did seem the girl that crying was in the hallway?,2029,
8293,35,,filler_bad,NA,61,0,Which restaurant the friends to last summer went closing is now did?,2025,
8294,35,long,acceptability,2,62,1,What did Katie claim that the cat knocked over?,1023,nonisland
8295,35,,filler_good,NA,63,1,What did the mechanic replace in the engine?,2008,
8296,35,,filler_good,NA,64,1,Who did Liam invite to the picnic?,2002,
8297,35,long,acceptability,11,65,1,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
8298,35,,filler_good,NA,66,1,Where did the hikers set up their tent?,2010,
8299,35,,filler_bad,NA,67,0,When the cat jumped that scared loudly the child was?,2019,
8300,35,short,acceptability,1,68,1,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
8301,35,,filler_bad,NA,69,0,Why did raining was when the kids outside played?,2022,
8302,35,,filler_bad,NA,70,0,Who the bride during crying was the ceremony guests smiling did?,2026,
8303,35,short,acceptability,14,71,1,Who discussed the claim that the chef added too much salt to the soup by mistake?,1142,island
8304,35,,filler_good,NA,72,1,Which picture did the curator hang in the gallery?,2006,
8305,229,,filler_good,NA,25,0.81,Who did the coach choose as captain?,2015,
8306,229,short,acceptability,6,26,0.8,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
8307,229,,filler_good,NA,27,0.82,Which book did Maya finish last night?,2003,
8308,229,,filler_good,NA,28,0.78,What did Wendy bake for the party?,2001,
8309,229,long,acceptability,10,29,0.83,What did the curator claim that the museum restored?,1103,nonisland
8310,229,,filler_bad,NA,30,0.16,Which song that the band to rehearsed never finished was?,2032,
8311,229,,filler_bad,NA,31,0.09,Why the waiter spilled was everyone the coffee laughing?,2031,
8312,229,short,acceptability,17,32,0.85,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
8313,229,,filler_good,NA,33,0.84,When did the train leave the station?,2013,
8314,229,,filler_bad,NA,34,0.03,Who the bride during crying was the ceremony guests smiling did?,2026,
8315,229,long,acceptability,9,35,0.43,What did Grace discuss the claim that the nurse gave to a patient?,1091,island
8316,229,,filler_bad,NA,36,0.1,When the cat jumped that scared loudly the child was?,2019,
8317,229,,filler_good,NA,37,0.84,Where did the hikers set up their tent?,2010,
8318,229,short,acceptability,22,38,0.86,Who claimed that the scientist developed a vaccine in the new lab?,1224,nonisland
8319,229,,filler_bad,NA,39,0.02,What the letter that important very was mailed nobody did?,2028,
8320,229,,filler_bad,NA,40,0.02,What the tourists taking photos were of shouting did confuse?,2018,
8321,229,long,acceptability,1,41,0.84,What did John claim that the bakery shop would serve tomorrow?,1013,nonisland
8322,229,,filler_good,NA,42,0.86,Which picture did the curator hang in the gallery?,2006,
8323,229,,filler_bad,NA,43,0.08,Who did the chair that broken completely sat on the chair?,2023,
8324,229,long,acceptability,24,44,0.35,What did Jason discuss the claim that the committee rejected without review?,1241,island
8325,229,,filler_good,NA,45,0.88,Which cookies did the baker put on the tray?,2014,
8326,229,,filler_bad,NA,46,0.03,Where the suitcase that broken handle had left was did you?,2027,
8327,229,short,acceptability,16,47,0.75,Who discussed the claim that the author deleted a chapter from the final draft?,1162,island
8328,229,,filler_good,NA,48,0.81,Where did the children hide the treasure?,2004,
8329,229,,filler_bad,NA,49,0,What did seem the girl that crying was in the hallway?,2029,
8330,229,long,acceptability,23,50,0.52,What did Hannah claim that the lawyer filed too late?,1233,nonisland
8331,229,,filler_good,NA,51,0.83,Whose jacket did Alex find in the library?,2011,
8332,229,,filler_bad,NA,52,0.02,Why the pilot said turbulence during was everyone panicking?,2024,
8333,229,long,acceptability,7,53,0.68,What did Nora discuss the claim that the scientist discovered in the final experiment?,1071,island
8334,229,,filler_good,NA,54,0.85,Which movie did Carla watch on Friday?,2009,
8335,229,,filler_good,NA,55,0.85,What did the mechanic replace in the engine?,2008,
8336,229,short,acceptability,2,56,0.82,Who discussed the claim that the cat knocked over the vase?,1022,island
8337,229,,filler_good,NA,57,0.83,Which song did the band play as an encore?,2012,
8338,229,,filler_bad,NA,58,0.18,Who the manager said forgot did the keys actually?,2030,
8339,229,short,acceptability,13,59,0.89,Who claimed that the reporter misquoted the politician in the article?,1134,nonisland
8340,229,,filler_bad,NA,60,0,Why did raining was when the kids outside played?,2022,
8341,229,,filler_good,NA,61,0.79,Where did the neighbors see the comet last night?,2007,
8342,229,long,acceptability,14,62,0.67,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
8343,229,,filler_good,NA,63,0.39,What did the cat knock off the shelf?,2016,
8344,229,,filler_good,NA,64,0.86,What did the barista spill on the counter?,2005,
8345,229,long,acceptability,11,65,0.32,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
8346,229,,filler_bad,NA,66,0.06,Which restaurant the friends to last summer went closing is now did?,2025,
8347,229,,filler_bad,NA,67,0.4,Who did the rumor that dancing liked nobody believe?,2017,
8348,229,short,acceptability,21,68,0.89,Who claimed that the chef burned the steak during the dinner service?,1214,nonisland
8349,229,,filler_bad,NA,69,0,Who the doctor that nervous looked yesterday treated did?,2021,
8350,229,,filler_good,NA,70,0.9,Who did Liam invite to the picnic?,2002,
8351,229,short,acceptability,4,71,0.88,Who discussed the claim that the mechanic fixed the car after the accident?,1042,island
8352,229,,filler_bad,NA,72,0.15,What did the neighbor that barking dog kept complain about nobody?,2020,
8353,240,,filler_good,NA,25,1,Where did the neighbors see the comet last night?,2007,
8354,240,short,acceptability,10,26,0.98,Who discussed the claim that the museum restored the painting?,1102,island
8355,240,,filler_bad,NA,27,0.01,What did the neighbor that barking dog kept complain about nobody?,2020,
8356,240,,filler_bad,NA,28,0,Why the pilot said turbulence during was everyone panicking?,2024,
8357,240,long,acceptability,14,29,0.99,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
8358,240,,filler_good,NA,30,0.99,Which song did the band play as an encore?,2012,
8359,240,,filler_bad,NA,31,0,Why did raining was when the kids outside played?,2022,
8360,240,short,acceptability,4,32,0.98,Who claimed that the mechanic fixed the car after the accident?,1044,nonisland
8361,240,,filler_bad,NA,33,0,What did seem the girl that crying was in the hallway?,2029,
8362,240,,filler_good,NA,34,0.99,Which movie did Carla watch on Friday?,2009,
8363,240,long,acceptability,23,35,0.02,What did Hannah discuss the claim that the lawyer filed too late?,1231,island
8364,240,,filler_good,NA,36,0.99,Which picture did the curator hang in the gallery?,2006,
8365,240,,filler_bad,NA,37,0.01,Who did the chair that broken completely sat on the chair?,2023,
8366,240,long,acceptability,16,38,0.01,What did Thomas discuss the claim that the author deleted from the final draft?,1161,island
8367,240,,filler_good,NA,39,0.99,Who did the coach choose as captain?,2015,
8368,240,,filler_bad,NA,40,0.01,Who the manager said forgot did the keys actually?,2030,
8369,240,short,acceptability,24,41,1,Who discussed the claim that the committee rejected the proposal without review?,1242,island
8370,240,,filler_good,NA,42,1,What did the cat knock off the shelf?,2016,
8371,240,,filler_bad,NA,43,0.01,What the letter that important very was mailed nobody did?,2028,
8372,240,short,acceptability,12,44,0.99,Who claimed that the café overcharged the customer for coffee?,1124,nonisland
8373,240,,filler_bad,NA,45,0,Which song that the band to rehearsed never finished was?,2032,
8374,240,,filler_good,NA,46,0.99,Which cookies did the baker put on the tray?,2014,
8375,240,long,acceptability,8,47,0.99,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
8376,240,,filler_good,NA,48,0.99,Where did the children hide the treasure?,2004,
8377,240,,filler_bad,NA,49,0,Who did the rumor that dancing liked nobody believe?,2017,
8378,240,long,acceptability,20,50,0.01,What did the landlord discuss the claim that the plumber fixed before the inspection?,1201,island
8379,240,,filler_bad,NA,51,0,Who the bride during crying was the ceremony guests smiling did?,2026,
8380,240,,filler_bad,NA,52,0,Who the doctor that nervous looked yesterday treated did?,2021,
8381,240,short,acceptability,5,53,1,Who claimed that the neighbor played loud music after midnight?,1054,nonisland
8382,240,,filler_good,NA,54,1,Which book did Maya finish last night?,2003,
8383,240,,filler_bad,NA,55,0,Why the waiter spilled was everyone the coffee laughing?,2031,
8384,240,short,acceptability,18,56,1,Who discussed the claim that the delivery driver dropped the package on the street?,1182,island
8385,240,,filler_good,NA,57,1,When did the train leave the station?,2013,
8386,240,,filler_good,NA,58,1,What did Wendy bake for the party?,2001,
8387,240,long,acceptability,3,59,1,What did David claim that the airline canceled?,1033,nonisland
8388,240,,filler_good,NA,60,1,What did the barista spill on the counter?,2005,
8389,240,,filler_good,NA,61,1,Who did Liam invite to the picnic?,2002,
8390,240,long,acceptability,11,62,1,What did Amy claim that the gardener planted near the fence?,1113,nonisland
8391,240,,filler_good,NA,63,1,What did the mechanic replace in the engine?,2008,
8392,240,,filler_good,NA,64,1,Whose jacket did Alex find in the library?,2011,
8393,240,long,acceptability,9,65,1,What did Grace discuss the claim that the nurse gave to a patient?,1091,island
8394,240,,filler_bad,NA,66,0,What the tourists taking photos were of shouting did confuse?,2018,
8395,240,,filler_bad,NA,67,0.03,Where the suitcase that broken handle had left was did you?,2027,
8396,240,short,acceptability,1,68,1,Who discussed the claim that the bakery shop would serve donuts tomorrow?,1012,island
8397,240,,filler_bad,NA,69,0,When the cat jumped that scared loudly the child was?,2019,
8398,240,,filler_good,NA,70,1,Where did the hikers set up their tent?,2010,
8399,240,short,acceptability,7,71,1,Who claimed that the scientist discovered an error in the final experiment?,1074,nonisland
8400,240,,filler_bad,NA,72,0,Which restaurant the friends to last summer went closing is now did?,2025,
8401,100,,filler_bad,NA,25,0.02,When the cat jumped that scared loudly the child was?,2019,
8402,100,short,acceptability,15,26,0.91,Who discussed the claim that the photographer lost the camera during the trip?,1152,island
8403,100,,filler_good,NA,27,0.98,Which picture did the curator hang in the gallery?,2006,
8404,100,,filler_bad,NA,28,0.08,Who did the chair that broken completely sat on the chair?,2023,
8405,100,long,acceptability,22,29,0.23,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,island
8406,100,,filler_bad,NA,30,0.04,Who did the rumor that dancing liked nobody believe?,2017,
8407,100,,filler_good,NA,31,0.97,What did the barista spill on the counter?,2005,
8408,100,long,acceptability,13,32,0.88,What did Laura claim that the reporter misquoted in the article?,1133,nonisland
8409,100,,filler_bad,NA,33,0.01,Who the manager said forgot did the keys actually?,2030,
8410,100,,filler_good,NA,34,0.97,Where did the neighbors see the comet last night?,2007,
8411,100,short,acceptability,6,35,0.97,Who claimed that the babysitter forgot to pick up the children after school?,1064,nonisland
8412,100,,filler_good,NA,36,0.94,Which movie did Carla watch on Friday?,2009,
8413,100,,filler_bad,NA,37,0.01,Which song that the band to rehearsed never finished was?,2032,
8414,100,short,acceptability,9,38,0.94,Who discussed the claim that the nurse gave the wrong medication to a patient?,1092,island
8415,100,,filler_good,NA,39,0.98,Whose jacket did Alex find in the library?,2011,
8416,100,,filler_bad,NA,40,0,What did the neighbor that barking dog kept complain about nobody?,2020,
8417,100,short,acceptability,1,41,0.99,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
8418,100,,filler_bad,NA,42,0.01,Where the suitcase that broken handle had left was did you?,2027,
8419,100,,filler_good,NA,43,0.95,What did the mechanic replace in the engine?,2008,
8420,100,long,acceptability,3,44,0,What did David discuss the claim that the airline canceled?,1031,island
8421,100,,filler_good,NA,45,0.97,What did Wendy bake for the party?,2001,
8422,100,,filler_good,NA,46,0.98,Where did the children hide the treasure?,2004,
8423,100,long,acceptability,14,47,0.59,What did Kevin claim that the chef added to the soup by mistake?,1143,nonisland
8424,100,,filler_bad,NA,48,0.03,Which restaurant the friends to last summer went closing is now did?,2025,
8425,100,,filler_good,NA,49,0.96,Who did the coach choose as captain?,2015,
8426,100,short,acceptability,24,50,0.88,Who discussed the claim that the committee rejected the proposal without review?,1242,island
8427,100,,filler_bad,NA,51,0.01,What the letter that important very was mailed nobody did?,2028,
8428,100,,filler_good,NA,52,0.97,Where did the hikers set up their tent?,2010,
8429,100,short,acceptability,23,53,0.97,Who claimed that the lawyer filed the report too late?,1234,nonisland
8430,100,,filler_bad,NA,54,0.02,Who the bride during crying was the ceremony guests smiling did?,2026,
8431,100,,filler_bad,NA,55,0.03,What the tourists taking photos were of shouting did confuse?,2018,
8432,100,long,acceptability,11,56,0.02,What did Amy discuss the claim that the gardener planted near the fence?,1111,island
8433,100,,filler_good,NA,57,0.99,What did the cat knock off the shelf?,2016,
8434,100,,filler_good,NA,58,0.98,Who did Liam invite to the picnic?,2002,
8435,100,long,acceptability,12,59,0.74,What did the manager claim that the café overcharged for coffee?,1123,nonisland
8436,100,,filler_bad,NA,60,0.02,Why the pilot said turbulence during was everyone panicking?,2024,
8437,100,,filler_good,NA,61,0.98,Which song did the band play as an encore?,2012,
8438,100,long,acceptability,2,62,0.99,What did Katie claim that the cat knocked over?,1023,nonisland
8439,100,,filler_bad,NA,63,0.06,Why did raining was when the kids outside played?,2022,
8440,100,,filler_bad,NA,64,0.01,Why the waiter spilled was everyone the coffee laughing?,2031,
8441,100,long,acceptability,21,65,0.58,What did Chloe discuss the claim that the chef burned during the dinner service?,1211,island
8442,100,,filler_good,NA,66,0.94,Which cookies did the baker put on the tray?,2014,
8443,100,,filler_bad,NA,67,0,What did seem the girl that crying was in the hallway?,2029,
8444,100,short,acceptability,20,68,0.98,Who discussed the claim that the plumber fixed the leak before the inspection?,1202,island
8445,100,,filler_good,NA,69,0.99,When did the train leave the station?,2013,
8446,100,,filler_bad,NA,70,0.03,Who the doctor that nervous looked yesterday treated did?,2021,
8447,100,short,acceptability,16,71,0.98,Who claimed that the author deleted a chapter from the final draft?,1164,nonisland
8448,100,,filler_good,NA,72,0.99,Which book did Maya finish last night?,2003,
8449,27,,filler_good,NA,25,0.98,Which cookies did the baker put on the tray?,2014,
8450,27,long,acceptability,22,26,0.43,What did Ethan discuss the claim that the scientist developed in the new lab?,1221,island
8451,27,,filler_good,NA,27,0.98,What did Wendy bake for the party?,2001,
8452,27,,filler_bad,NA,28,0.06,Which restaurant the friends to last summer went closing is now did?,2025,
8453,27,short,acceptability,6,29,0.95,Who discussed the claim that the babysitter forgot to pick up the children after school?,1062,island
8454,27,,filler_good,NA,30,0.99,Where did the neighbors see the comet last night?,2007,
8455,27,,filler_bad,NA,31,0.11,What did seem the girl that crying was in the hallway?,2029,
8456,27,long,acceptability,12,32,0.84,What did the manager claim that the café overcharged for coffee?,1123,nonisland
8457,27,,filler_bad,NA,33,0.23,Who the doctor that nervous looked yesterday treated did?,2021,
8458,27,,filler_good,NA,34,1,Who did Liam invite to the picnic?,2002,
8459,27,short,acceptability,17,35,0.99,Who claimed that the secretary sent the report to the wrong department?,1174,nonisland
8460,27,,filler_bad,NA,36,0.13,What the tourists taking photos were of shouting did confuse?,2018,
8461,27,,filler_bad,NA,37,0.12,Why did raining was when the kids outside played?,2022,
8462,27,short,acceptability,19,38,0.99,Who claimed that the company released the new software ahead of schedule?,1194,nonisland
8463,27,,filler_good,NA,39,1,What did the barista spill on the counter?,2005,
8464,27,,filler_good,NA,40,1,Where did the children hide the treasure?,2004,
8465,27,long,acceptability,5,41,1,What did Emma claim that the neighbor played after midnight?,1053,nonisland
8466,27,,filler_good,NA,42,1,Which book did Maya finish last night?,2003,
8467,27,,filler_bad,NA,43,0.15,When the cat jumped that scared loudly the child was?,2019,
8468,27,long,acceptability,10,44,0.12,What did the curator discuss the claim that the museum restored?,1101,island
8469,27,,filler_good,NA,45,1,Where did the hikers set up their tent?,2010,
8470,27,,filler_bad,NA,46,0.08,Who the bride during crying was the ceremony guests smiling did?,2026,
8471,27,short,acceptability,11,47,1,Who discussed the claim that the gardener planted flowers near the fence?,1112,island
8472,27,,filler_bad,NA,48,0.08,Why the waiter spilled was everyone the coffee laughing?,2031,
8473,27,,filler_bad,NA,49,0.17,What did the neighbor that barking dog kept complain about nobody?,2020,
8474,27,long,acceptability,3,50,1,What did David claim that the airline canceled?,1033,nonisland
8475,27,,filler_bad,NA,51,0.12,Which song that the band to rehearsed never finished was?,2032,
8476,27,,filler_good,NA,52,1,Which movie did Carla watch on Friday?,2009,
8477,27,short,acceptability,21,53,1,Who claimed that the chef burned the steak during the dinner service?,1214,nonisland
8478,27,,filler_good,NA,54,1,Who did the coach choose as captain?,2015,
8479,27,,filler_bad,NA,55,0.21,Who the manager said forgot did the keys actually?,2030,
8480,27,long,acceptability,2,56,0.15,What did Katie discuss the claim that the cat knocked over?,1021,island
8481,27,,filler_bad,NA,57,0.11,Why the pilot said turbulence during was everyone panicking?,2024,
8482,27,,filler_good,NA,58,1,Which song did the band play as an encore?,2012,
8483,27,short,acceptability,16,59,1,Who discussed the claim that the author deleted a chapter from the final draft?,1162,island
8484,27,,filler_good,NA,60,1,Which picture did the curator hang in the gallery?,2006,
8485,27,,filler_good,NA,61,1,When did the train leave the station?,2013,
8486,27,short,acceptability,14,62,1,Who discussed the claim that the chef added too much salt to the soup by mistake?,1142,island
8487,27,,filler_bad,NA,63,0.11,What the letter that important very was mailed nobody did?,2028,
8488,27,,filler_good,NA,64,1,Whose jacket did Alex find in the library?,2011,
8489,27,long,acceptability,8,65,1,What did Liam claim that the bus driver skipped during the morning route?,1083,nonisland
8490,27,,filler_bad,NA,66,0.12,Who did the rumor that dancing liked nobody believe?,2017,
8491,27,,filler_bad,NA,67,0.11,Where the suitcase that broken handle had left was did you?,2027,
8492,27,long,acceptability,13,68,0.14,What did Laura discuss the claim that the reporter misquoted in the article?,1131,island
8493,27,,filler_bad,NA,69,0.14,Who did the chair that broken completely sat on the chair?,2023,
8494,27,,filler_good,NA,70,1,What did the cat knock off the shelf?,2016,
8495,27,short,acceptability,15,71,1,Who claimed that the photographer lost the camera during the trip?,1154,nonisland
8496,27,,filler_good,NA,72,1,What did the mechanic replace in the engine?,2008,
8497,316,,filler_good,NA,25,0.96,What did the barista spill on the counter?,2005,
8498,316,long,acceptability,19,26,0.19,What did Megan discuss the claim that the company released ahead of schedule?,1191,island
8499,316,,filler_bad,NA,27,0.02,Which song that the band to rehearsed never finished was?,2032,
8500,316,,filler_bad,NA,28,0.01,Who the bride during crying was the ceremony guests smiling did?,2026,
8501,316,long,acceptability,11,29,0.97,What did Amy claim that the gardener planted near the fence?,1113,nonisland
8502,316,,filler_good,NA,30,1,Where did the neighbors see the comet last night?,2007,
8503,316,,filler_good,NA,31,1,Who did the coach choose as captain?,2015,
8504,316,short,acceptability,7,32,1,Who discussed the claim that the scientist discovered an error in the final experiment?,1072,island
8505,316,,filler_bad,NA,33,0.05,Who did the rumor that dancing liked nobody believe?,2017,
8506,316,,filler_bad,NA,34,0.01,Who the manager said forgot did the keys actually?,2030,
8507,316,short,acceptability,23,35,0.98,Who claimed that the lawyer filed the report too late?,1234,nonisland
8508,316,,filler_good,NA,36,0.99,Where did the children hide the treasure?,2004,
8509,316,,filler_good,NA,37,1,What did Wendy bake for the party?,2001,
8510,316,long,acceptability,6,38,0.27,What did Julia discuss the claim that the babysitter forgot to pick up after school?,1061,island
8511,316,,filler_good,NA,39,0.98,Who did Liam invite to the picnic?,2002,
8512,316,,filler_bad,NA,40,0.06,What the letter that important very was mailed nobody did?,2028,
8513,316,short,acceptability,18,41,0.99,Who discussed the claim that the delivery driver dropped the package on the street?,1182,island
8514,316,,filler_bad,NA,42,0.03,What did seem the girl that crying was in the hallway?,2029,
8515,316,,filler_good,NA,43,1,What did the cat knock off the shelf?,2016,
8516,316,long,acceptability,9,44,0.97,What did Grace claim that the nurse gave to a patient?,1093,nonisland
8517,316,,filler_bad,NA,45,0.05,Why did raining was when the kids outside played?,2022,
8518,316,,filler_bad,NA,46,0.01,When the cat jumped that scared loudly the child was?,2019,
8519,316,short,acceptability,14,47,1,Who claimed that the chef added too much salt to the soup by mistake?,1144,nonisland
8520,316,,filler_good,NA,48,0.98,Which picture did the curator hang in the gallery?,2006,
8521,316,,filler_bad,NA,49,0.03,Who the doctor that nervous looked yesterday treated did?,2021,
8522,316,long,acceptability,12,50,0.35,What did the manager claim that the café overcharged for coffee?,1123,nonisland
8523,316,,filler_good,NA,51,0.96,Which song did the band play as an encore?,2012,
8524,316,,filler_bad,NA,52,0.05,Where the suitcase that broken handle had left was did you?,2027,
8525,316,short,acceptability,3,53,0.98,Who claimed that the airline canceled the morning flight to Chicago?,1034,nonisland
8526,316,,filler_good,NA,54,0.99,Which book did Maya finish last night?,2003,
8527,316,,filler_bad,NA,55,0.04,Who did the chair that broken completely sat on the chair?,2023,
8528,316,long,acceptability,20,56,0.98,What did the landlord discuss the claim that the plumber fixed before the inspection?,1201,island
8529,316,,filler_bad,NA,57,0.02,What did the neighbor that barking dog kept complain about nobody?,2020,
8530,316,,filler_good,NA,58,0.98,Where did the hikers set up their tent?,2010,
8531,316,short,acceptability,10,59,0.99,Who discussed the claim that the museum restored the painting?,1102,island
8532,316,,filler_good,NA,60,0.99,What did the mechanic replace in the engine?,2008,
8533,316,,filler_bad,NA,61,0.05,Which restaurant the friends to last summer went closing is now did?,2025,
8534,316,long,acceptability,24,62,0.97,What did Jason claim that the committee rejected without review?,1243,nonisland
8535,316,,filler_good,NA,63,0.97,When did the train leave the station?,2013,
8536,316,,filler_good,NA,64,0.99,Which movie did Carla watch on Friday?,2009,
8537,316,short,acceptability,5,65,0.99,Who claimed that the neighbor played loud music after midnight?,1054,nonisland
8538,316,,filler_bad,NA,66,0.04,Why the pilot said turbulence during was everyone panicking?,2024,
8539,316,,filler_bad,NA,67,0.04,Why the waiter spilled was everyone the coffee laughing?,2031,
8540,316,long,acceptability,1,68,0.35,What did John discuss the claim that the bakery shop would serve tomorrow?,1011,island
8541,316,,filler_bad,NA,69,0.01,What the tourists taking photos were of shouting did confuse?,2018,
8542,316,,filler_good,NA,70,0.97,Which cookies did the baker put on the tray?,2014,
8543,316,short,acceptability,2,71,0.96,Who discussed the claim that the cat knocked over the vase?,1022,island
8544,316,,filler_good,NA,72,0.98,Whose jacket did Alex find in the library?,2011,
8545,55,,filler_good,NA,25,1,Who did the coach choose as captain?,2015,
8546,55,short,acceptability,21,26,1,Who discussed the claim that the chef burned the steak during the dinner service?,1212,island
8547,55,,filler_bad,NA,27,0,Who did the rumor that dancing liked nobody believe?,2017,
8548,55,,filler_good,NA,28,1,Where did the neighbors see the comet last night?,2007,
8549,55,short,acceptability,22,29,1,Who claimed that the scientist developed a vaccine in the new lab?,1224,nonisland
8550,55,,filler_bad,NA,30,0,What did seem the girl that crying was in the hallway?,2029,
8551,55,,filler_bad,NA,31,0,Who the doctor that nervous looked yesterday treated did?,2021,
8552,55,long,acceptability,5,32,1,What did Emma claim that the neighbor played after midnight?,1053,nonisland
8553,55,,filler_good,NA,33,1,Who did Liam invite to the picnic?,2002,
8554,55,,filler_bad,NA,34,0,Why the pilot said turbulence during was everyone panicking?,2024,
8555,55,long,acceptability,4,35,0,What did Michael discuss the claim that the mechanic fixed after the accident?,1041,island
8556,55,,filler_good,NA,36,0.98,What did the mechanic replace in the engine?,2008,
8557,55,,filler_good,NA,37,1,What did the cat knock off the shelf?,2016,
8558,55,short,acceptability,1,38,1,Who claimed that the bakery shop would serve donuts tomorrow?,1014,nonisland
8559,55,,filler_good,NA,39,1,Which movie did Carla watch on Friday?,2009,
8560,55,,filler_bad,NA,40,0,Where the suitcase that broken handle had left was did you?,2027,
8561,55,long,acceptability,2,41,1,What did Katie claim that the cat knocked over?,1023,nonisland
8562,55,,filler_good,NA,42,1,Which cookies did the baker put on the tray?,2014,
8563,55,,filler_bad,NA,43,0,What did the neighbor that barking dog kept complain about nobody?,2020,
8564,55,long,acceptability,15,44,0,What did Rachel discuss the claim that the photographer lost during the trip?,1151,island
8565,55,,filler_bad,NA,45,0,Why did raining was when the kids outside played?,2022,
8566,55,,filler_bad,NA,46,0,Who the manager said forgot did the keys actually?,2030,
8567,55,short,acceptability,17,47,1,Who discussed the claim that the secretary sent the report to the wrong department?,1172,island
8568,55,,filler_good,NA,48,1,What did the barista spill on the counter?,2005,
8569,55,,filler_bad,NA,49,0,Which restaurant the friends to last summer went closing is now did?,2025,
8570,55,short,acceptability,16,50,1,Who claimed that the author deleted a chapter from the final draft?,1164,nonisland
8571,55,,filler_good,NA,51,1,When did the train leave the station?,2013,
8572,55,,filler_good,NA,52,1,Which song did the band play as an encore?,2012,
8573,55,long,acceptability,24,53,1,What did Jason claim that the committee rejected without review?,1243,nonisland
8574,55,,filler_bad,NA,54,0,Why the waiter spilled was everyone the coffee laughing?,2031,
8575,55,,filler_bad,NA,55,0,What the letter that important very was mailed nobody did?,2028,
8576,55,short,acceptability,12,56,1,Who discussed the claim that the café overcharged the customer for coffee?,1122,island
8577,55,,filler_good,NA,57,1,Which book did Maya finish last night?,2003,
