,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
3661,128,1,NA,74,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
3662,128,0,4,76,base,Was there a claim that the mechanic fixed the car after the accident?,1,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,,negation_post
3663,128,1,NA,78,negated,Was there a practice field for the team?,1,The coach didn't reserve the practice field for the team.,3027,,negation_post
3664,128,1,NA,80,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
3665,128,0,14,82,negated,Was there a claim that the chef added too much salt to the soup by mistake?,1,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_post
3666,128,1,NA,84,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
3667,128,1,NA,86,negated,Was there silver jewelry in the display case?,1,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3668,128,0,17,88,negated,Was there a claim that the secretary sent the report to the wrong department?,1,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,,negation_post
3669,128,1,NA,90,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
3670,128,1,NA,92,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
3671,128,0,12,94,base,Was there a claim that the café overcharged the customer for coffee?,1,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_post
3672,128,1,NA,96,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3673,225,1,NA,2,base,Were there fresh vegetables at the supermarket?,0.99,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
3674,225,0,6,4,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.96,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
3675,225,1,NA,6,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
3676,225,1,NA,8,negated,Were there plants on the balcony?,0.99,Anna didn't water the plants on the balcony.,3012,,negation_pre
3677,225,0,14,10,base,Was there a claim that the chef added too much salt to the soup by mistake?,0.95,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
3678,225,1,NA,12,negated,Were there lecture slides online?,0.98,The professor didn't update the lecture slides online.,3016,,negation_pre
3679,225,1,NA,14,negated,Was there a new history book in the library?,0.51,The student didn't read the new history book in the library.,3009,,negation_pre
3680,225,0,4,16,base,Was there a claim that the mechanic fixed the car after the accident?,1,Michael discussed the claim that the mechanic fixed the car after the accident.,1045,,negation_pre
3681,225,1,NA,18,negated,Was there a new schedule on the board?,0.01,The teacher didn't post the new schedule on the board.,3013,,negation_pre
3682,225,1,NA,20,base,Was there an ancient statue?,0.98,Ben took pictures of the ancient statue.,3007,,negation_pre
3683,225,0,12,22,negated,Was there a claim that the café overcharged the customer for coffee?,0.99,The manager didn’t discuss the claim that the café overcharged the customer for coffee.,1126,,negation_pre
3684,225,1,NA,24,base,Was there a rare bird near the lake?,0.99,The hikers caught the rare bird near the lake.,3006,,negation_pre
3685,225,1,NA,74,negated,Was there a practice field for the team?,0.02,The coach didn't reserve the practice field for the team.,3027,,negation_post
3686,225,0,3,76,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.98,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_post
3687,225,1,NA,78,negated,Was there an old piano in the practice hall?,0.98,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3688,225,1,NA,80,base,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,,negation_post
3689,225,0,23,82,base,Was there a claim that the lawyer filed the report too late?,0.99,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_post
3690,225,1,NA,84,negated,Were there returned packages at the counter?,0.97,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
3691,225,1,NA,86,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3692,225,0,9,88,base,Was there a claim that the nurse gave the wrong medication to a patient?,0.98,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_post
3693,225,1,NA,90,base,Was there a heavy suitcase?,0.97,Christine bought the heavy suitcase.,3020,,negation_post
3694,225,1,NA,92,negated,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3695,225,0,18,94,negated,Was there a claim that the delivery driver dropped the package on the street?,0.98,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_post
3696,225,1,NA,96,base,Were there important documents in the office?,0.5,The journalist reviewed the important documents in the office.,3017,,negation_post
3697,172,1,NA,2,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
3698,172,0,13,4,negated,Was there a claim that the reporter misquoted the politician in the article?,1,Laura didn’t discuss the claim that the reporter misquoted the politician in the article.,1136,,negation_pre
3699,172,1,NA,6,base,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,,negation_pre
3700,172,1,NA,8,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
3701,172,0,23,10,base,Was there a claim that the lawyer filed the report too late?,1,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_pre
3702,172,1,NA,12,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
3703,172,1,NA,14,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
3704,172,0,18,16,negated,Was there a claim that the delivery driver dropped the package on the street?,1,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_pre
3705,172,1,NA,18,negated,Was there a rare bird near the lake?,0.51,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
3706,172,1,NA,20,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
3707,172,0,2,22,base,Was there a claim that the cat knocked over the vase?,1,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_pre
3708,172,1,NA,24,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
3709,172,1,NA,74,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
3710,172,0,11,76,negated,Was there a claim that the gardener planted flowers near the fence?,1,Amy didn’t discuss the claim that the gardener planted flowers near the fence.,1116,,negation_post
3711,172,1,NA,78,negated,Was there silver jewelry in the display case?,1,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3712,172,1,NA,80,base,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,,negation_post
3713,172,0,3,82,base,Was there a claim that the airline canceled the morning flight to Chicago?,1,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_post
3714,172,1,NA,84,negated,Was there a practice field for the team?,1,The coach didn't reserve the practice field for the team.,3027,,negation_post
3715,172,1,NA,86,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
3716,172,0,5,88,negated,Was there a claim that the neighbor played loud music after midnight?,1,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_post
3717,172,1,NA,90,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
3718,172,1,NA,92,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
3719,172,0,6,94,base,Was there a claim that the babysitter forgot to pick up the children after school?,1,Julia discussed the claim that the babysitter forgot to pick up the children after school.,1065,,negation_post
3720,172,1,NA,96,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3721,135,1,NA,2,negated,Were there fresh vegetables at the supermarket?,0,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3722,135,0,15,4,base,Was there a claim that the photographer lost the camera during the trip?,1,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
3723,135,1,NA,6,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
3724,135,1,NA,8,negated,Were there new books on the shelf?,1,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
3725,135,0,19,10,negated,Was there a claim that the company released the new software ahead of schedule?,0.29,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,,negation_pre
3726,135,1,NA,12,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
3727,135,1,NA,14,negated,Were there lecture slides online?,0.82,The professor didn't update the lecture slides online.,3016,,negation_pre
3728,135,0,5,16,base,Was there a claim that the neighbor played loud music after midnight?,1,Emma discussed the claim that the neighbor played loud music after midnight.,1055,,negation_pre
3729,135,1,NA,18,base,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,,negation_pre
3730,135,1,NA,20,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
3731,135,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.65,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
3732,135,1,NA,24,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
3733,135,1,NA,74,negated,Was there a practice field for the team?,0,The coach didn't reserve the practice field for the team.,3027,,negation_post
3734,135,0,22,76,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
3735,135,1,NA,78,negated,Was there a missing wallet under the table?,1,Frank didn't find the missing wallet under the table.,3031,,negation_post
3736,135,1,NA,80,negated,Was there a heavy suitcase?,0,Christine didn't buy the heavy suitcase.,3028,,negation_post
3737,135,0,24,82,base,Was there a claim that the committee rejected the proposal without review?,1,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
3738,135,1,NA,84,base,Were there confidential folders in the archive?,1,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3739,135,1,NA,86,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
3740,135,0,23,88,negated,Was there a claim that the lawyer filed the report too late?,0.83,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
3741,135,1,NA,90,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
3742,135,1,NA,92,negated,Was there an old piano in the practice hall?,1,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3743,135,0,21,94,base,Was there a claim that the chef burned the steak during the dinner service?,1,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,,negation_post
3744,135,1,NA,96,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
3745,174,1,NA,2,negated,Was there an ancient statue?,0.87,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
3746,174,0,24,4,negated,Was there a claim that the committee rejected the proposal without review?,0.46,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_pre
3747,174,1,NA,6,base,Were there fresh vegetables at the supermarket?,0.97,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
3748,174,1,NA,8,negated,Was there a rare bird near the lake?,0.77,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
3749,174,0,18,10,base,Was there a claim that the delivery driver dropped the package on the street?,0.83,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_pre
3750,174,1,NA,12,base,Were there new books on the shelf?,0.88,The librarian organized the new books on the shelf.,3003,,negation_pre
3751,174,1,NA,14,base,Were there plants on the balcony?,0.85,Anna watered the plants on the balcony.,3004,,negation_pre
3752,174,0,2,16,negated,Was there a claim that the cat knocked over the vase?,0.84,Katie didn’t discuss the claim that the cat knocked over the vase.,1026,,negation_pre
3753,174,1,NA,18,base,Was there a new history book in the library?,0.81,The student read the new history book in the library.,3001,,negation_pre
3754,174,1,NA,20,negated,Was there a new schedule on the board?,0.24,The teacher didn't post the new schedule on the board.,3013,,negation_pre
3755,174,0,8,22,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.87,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
3756,174,1,NA,24,negated,Were there lecture slides online?,0.85,The professor didn't update the lecture slides online.,3016,,negation_pre
3757,174,1,NA,74,base,Was there a missing wallet under the table?,0.88,Frank found the missing wallet under the table.,3023,,negation_post
3758,174,0,7,76,base,Was there a claim that the scientist discovered an error in the final experiment?,0.79,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_post
3759,174,1,NA,78,negated,Was there a heavy suitcase?,0.82,Christine didn't buy the heavy suitcase.,3028,,negation_post
3760,174,1,NA,80,negated,Was there a practice field for the team?,0.18,The coach didn't reserve the practice field for the team.,3027,,negation_post
3761,174,0,20,82,base,Was there a claim that the plumber fixed the leak before the inspection?,0.84,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_post
3762,174,1,NA,84,negated,Were there important documents in the office?,0.88,The journalist didn't review the important documents in the office.,3025,,negation_post
3763,174,1,NA,86,base,Was there an old piano in the practice hall?,0.88,The musician tuned the old piano in the practice hall.,3018,,negation_post
3764,174,0,14,88,negated,Was there a claim that the chef added too much salt to the soup by mistake?,0.79,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_post
3765,174,1,NA,90,negated,Was there silver jewelry in the display case?,0.88,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3766,174,1,NA,92,base,Were there returned packages at the counter?,0.88,The clerk sorted the returned packages at the counter.,3024,,negation_post
3767,174,0,3,94,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.84,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_post
3768,174,1,NA,96,base,Were there confidential folders in the archive?,0.84,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3769,247,1,NA,2,negated,Were there fresh vegetables at the supermarket?,0.48,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3770,247,0,1,4,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_pre
3771,247,1,NA,6,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
3772,247,1,NA,8,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
3773,247,0,9,10,base,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_pre
3774,247,1,NA,12,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
3775,247,1,NA,14,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
3776,247,0,15,16,base,Was there a claim that the photographer lost the camera during the trip?,1,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
3777,247,1,NA,18,negated,Were there lecture slides online?,0,The professor didn't update the lecture slides online.,3016,,negation_pre
3778,247,1,NA,20,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
3779,247,0,24,22,negated,Was there a claim that the committee rejected the proposal without review?,1,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_pre
3780,247,1,NA,24,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
3781,247,1,NA,74,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
3782,247,0,7,76,base,Was there a claim that the scientist discovered an error in the final experiment?,1,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_post
3783,247,1,NA,78,negated,Were there confidential folders in the archive?,1,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
3784,247,1,NA,80,negated,Was there a practice field for the team?,0.51,The coach didn't reserve the practice field for the team.,3027,,negation_post
3785,247,0,23,82,negated,Was there a claim that the lawyer filed the report too late?,1,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
3786,247,1,NA,84,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
3787,247,1,NA,86,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
3788,247,0,16,88,negated,Was there a claim that the author deleted a chapter from the final draft?,1,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_post
3789,247,1,NA,90,negated,Was there silver jewelry in the display case?,1,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3790,247,1,NA,92,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
3791,247,0,13,94,base,Was there a claim that the reporter misquoted the politician in the article?,1,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_post
3792,247,1,NA,96,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
3793,107,1,NA,2,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
3794,107,0,5,4,negated,Was there a claim that the neighbor played loud music after midnight?,1,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
3795,107,1,NA,6,negated,Were there plants on the balcony?,0.98,Anna didn't water the plants on the balcony.,3012,,negation_pre
3796,107,1,NA,8,negated,Were there fresh vegetables at the supermarket?,0.51,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3797,107,0,9,10,base,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_pre
3798,107,1,NA,12,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
3799,107,1,NA,14,negated,Was there a new history book in the library?,1,The student didn't read the new history book in the library.,3009,,negation_pre
3800,107,0,24,16,negated,Was there a claim that the committee rejected the proposal without review?,0.95,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_pre
3801,107,1,NA,18,base,Were there lecture slides online?,0.96,The professor updated the lecture slides online.,3008,,negation_pre
3802,107,1,NA,20,base,Was there a rare bird near the lake?,0.99,The hikers caught the rare bird near the lake.,3006,,negation_pre
3803,107,0,3,22,base,Was there a claim that the airline canceled the morning flight to Chicago?,0.97,David discussed the claim that the airline canceled the morning flight to Chicago.,1035,,negation_pre
3804,107,1,NA,24,negated,Was there an ancient statue?,0.97,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
3805,107,1,NA,74,base,Were there important documents in the office?,0.94,The journalist reviewed the important documents in the office.,3017,,negation_post
3806,107,0,22,76,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0.94,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_post
3807,107,1,NA,78,negated,Was there a missing wallet under the table?,0.93,Frank didn't find the missing wallet under the table.,3031,,negation_post
3808,107,1,NA,80,base,Were there returned packages at the counter?,0.91,The clerk sorted the returned packages at the counter.,3024,,negation_post
3809,107,0,18,82,negated,Was there a claim that the delivery driver dropped the package on the street?,0.91,Ben didn’t discuss the claim that the delivery driver dropped the package on the street.,1186,,negation_post
3810,107,1,NA,84,base,Was there a practice field for the team?,0.92,The coach reserved the practice field for the team.,3019,,negation_post
3811,107,1,NA,86,base,Was there silver jewelry in the display case?,0.93,Maria polished the silver jewelry in the display case.,3021,,negation_post
3812,107,0,2,88,base,Was there a claim that the cat knocked over the vase?,0.94,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_post
3813,107,1,NA,90,negated,Were there confidential folders in the archive?,0.88,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
3814,107,1,NA,92,negated,Was there an old piano in the practice hall?,0.91,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
3815,107,0,11,94,base,Was there a claim that the gardener planted flowers near the fence?,0.94,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_post
3816,107,1,NA,96,negated,Was there a heavy suitcase?,0.9,Christine didn't buy the heavy suitcase.,3028,,negation_post
3817,80,1,NA,2,negated,Were there lecture slides online?,0.9,The professor didn't update the lecture slides online.,3016,,negation_pre
3818,80,0,4,4,negated,Was there a claim that the mechanic fixed the car after the accident?,0.49,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,,negation_pre
3819,80,1,NA,6,negated,Were there plants on the balcony?,0.96,Anna didn't water the plants on the balcony.,3012,,negation_pre
3820,80,1,NA,8,base,Were there fresh vegetables at the supermarket?,0.95,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
3821,80,0,11,10,base,Was there a claim that the gardener planted flowers near the fence?,0.95,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_pre
3822,80,1,NA,12,negated,Was there a new history book in the library?,0.96,The student didn't read the new history book in the library.,3009,,negation_pre
3823,80,1,NA,14,negated,Were there new books on the shelf?,0.95,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
3824,80,0,13,16,base,Was there a claim that the reporter misquoted the politician in the article?,0.94,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_pre
3825,80,1,NA,18,base,Was there a rare bird near the lake?,0.97,The hikers caught the rare bird near the lake.,3006,,negation_pre
3826,80,1,NA,20,base,Was there a new schedule on the board?,0.98,The teacher posted the new schedule on the board.,3005,,negation_pre
3827,80,0,3,22,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.51,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_pre
3828,80,1,NA,24,base,Was there an ancient statue?,0.94,Ben took pictures of the ancient statue.,3007,,negation_pre
3829,80,1,NA,74,base,Were there confidential folders in the archive?,0.96,The assistant labeled the confidential folders in the archive.,3022,,negation_post
3830,80,0,21,76,negated,Was there a claim that the chef burned the steak during the dinner service?,0.18,Chloe didn’t discuss the claim that the chef burned the steak during the dinner service.,1216,,negation_post
3831,80,1,NA,78,negated,Were there important documents in the office?,0.92,The journalist didn't review the important documents in the office.,3025,,negation_post
3832,80,1,NA,80,negated,Were there returned packages at the counter?,0.96,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
3833,80,0,18,82,base,Was there a claim that the delivery driver dropped the package on the street?,0.93,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_post
3834,80,1,NA,84,negated,Was there a heavy suitcase?,0.9,Christine didn't buy the heavy suitcase.,3028,,negation_post
3835,80,1,NA,86,base,Was there a practice field for the team?,0.92,The coach reserved the practice field for the team.,3019,,negation_post
3836,80,0,14,88,negated,Was there a claim that the chef added too much salt to the soup by mistake?,0.91,Kevin didn’t discuss the claim that the chef added too much salt to the soup by mistake.,1146,,negation_post
3837,80,1,NA,90,negated,Was there silver jewelry in the display case?,0.92,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3838,80,1,NA,92,base,Was there a missing wallet under the table?,0.94,Frank found the missing wallet under the table.,3023,,negation_post
3839,80,0,16,94,base,Was there a claim that the author deleted a chapter from the final draft?,0.93,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_post
3840,80,1,NA,96,base,Was there an old piano in the practice hall?,0.96,The musician tuned the old piano in the practice hall.,3018,,negation_post
3841,266,1,NA,2,negated,Were there plants on the balcony?,0.98,Anna didn't water the plants on the balcony.,3012,,negation_pre
3842,266,0,14,4,base,Was there a claim that the chef added too much salt to the soup by mistake?,0.99,Kevin discussed the claim that the chef added too much salt to the soup by mistake.,1145,,negation_pre
3843,266,1,NA,6,negated,Were there fresh vegetables at the supermarket?,1,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3844,266,1,NA,8,negated,Were there lecture slides online?,0.99,The professor didn't update the lecture slides online.,3016,,negation_pre
3845,266,0,6,10,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.99,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
3846,266,1,NA,12,base,Were there new books on the shelf?,0.98,The librarian organized the new books on the shelf.,3003,,negation_pre
3847,266,1,NA,14,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
3848,266,0,17,16,negated,Was there a claim that the secretary sent the report to the wrong department?,0.99,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,,negation_pre
3849,266,1,NA,18,base,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,,negation_pre
3850,266,1,NA,20,base,Was there a rare bird near the lake?,0.98,The hikers caught the rare bird near the lake.,3006,,negation_pre
3851,266,0,20,22,base,Was there a claim that the plumber fixed the leak before the inspection?,0.98,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_pre
3852,266,1,NA,24,negated,Was there a new history book in the library?,0.97,The student didn't read the new history book in the library.,3009,,negation_pre
3853,266,1,NA,74,negated,Was there silver jewelry in the display case?,0.98,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
3854,266,0,19,76,base,Was there a claim that the company released the new software ahead of schedule?,0.99,Megan discussed the claim that the company released the new software ahead of schedule.,1195,,negation_post
3855,266,1,NA,78,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
3856,266,1,NA,80,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
3857,266,0,9,82,negated,Was there a claim that the nurse gave the wrong medication to a patient?,0.99,Grace didn’t discuss the claim that the nurse gave the wrong medication to a patient.,1096,,negation_post
3858,266,1,NA,84,negated,Were there important documents in the office?,0.98,The journalist didn't review the important documents in the office.,3025,,negation_post
3859,266,1,NA,86,negated,Were there confidential folders in the archive?,0.99,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
3860,266,0,16,88,negated,Was there a claim that the author deleted a chapter from the final draft?,0.97,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_post
3861,266,1,NA,90,base,Were there returned packages at the counter?,0.98,The clerk sorted the returned packages at the counter.,3024,,negation_post
3862,266,1,NA,92,base,Was there an old piano in the practice hall?,0.99,The musician tuned the old piano in the practice hall.,3018,,negation_post
3863,266,0,22,94,base,Was there a claim that the scientist developed a vaccine in the new lab?,0.99,Ethan discussed the claim that the scientist developed a vaccine in the new lab.,1225,,negation_post
3864,266,1,NA,96,base,Was there a missing wallet under the table?,0.99,Frank found the missing wallet under the table.,3023,,negation_post
3865,260,1,NA,2,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
3866,260,0,5,4,base,Was there a claim that the neighbor played loud music after midnight?,1,Emma discussed the claim that the neighbor played loud music after midnight.,1055,,negation_pre
3867,260,1,NA,6,base,Was there a rare bird near the lake?,1,The hikers caught the rare bird near the lake.,3006,,negation_pre
3868,260,1,NA,8,negated,Were there plants on the balcony?,0.5,Anna didn't water the plants on the balcony.,3012,,negation_pre
3869,260,0,2,10,negated,Was there a claim that the cat knocked over the vase?,1,Katie didn’t discuss the claim that the cat knocked over the vase.,1026,,negation_pre
3870,260,1,NA,12,negated,Were there fresh vegetables at the supermarket?,0.5,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
3871,260,1,NA,14,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
3872,260,0,1,16,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_pre
3873,260,1,NA,18,negated,Was there a new history book in the library?,0.05,The student didn't read the new history book in the library.,3009,,negation_pre
3874,260,1,NA,20,negated,Was there a new schedule on the board?,0.51,The teacher didn't post the new schedule on the board.,3013,,negation_pre
3875,260,0,19,22,base,Was there a claim that the company released the new software ahead of schedule?,1,Megan discussed the claim that the company released the new software ahead of schedule.,1195,,negation_pre
3876,260,1,NA,24,base,Was there an ancient statue?,0.99,Ben took pictures of the ancient statue.,3007,,negation_pre
3877,260,1,NA,74,base,Was there a missing wallet under the table?,0.53,Frank found the missing wallet under the table.,3023,,negation_post
